Title;DOI;Decision
Violacein@Biogenic Ag system: synergistic antibacterial activity against Staphylococcus aureus.;https://dx.doi.org/10.1007/s10529-019-02745-8;include
Ag(I) camphorimine complexes with antimicrobial activity towards clinically important bacteria and species of the Candida genus.;https://dx.doi.org/10.1371/journal.pone.0177355;include
Control of biofilm forming clinically important bacteria by green synthesized ZnO nanoparticles and its ecotoxicity on Ceriodaphnia cornuta.;https://dx.doi.org/10.1016/j.micpath.2017.03.019;include
Development of HA/Ag-NPs Composite Coating from Green Process for Hip Applications.;https://dx.doi.org/10.3390/molecules22081291;include
Down-top nanofabrication of binary (CdO)x (ZnO)1-x nanoparticles and their antibacterial activity.;https://dx.doi.org/10.2147/IJN.S150405;include
Agarose-silver particles films: Effect of calcium ascorbate in nanoparticles synthesis and film properties.;https://dx.doi.org/10.1016/j.ijbiomac.2018.07.115;include
Albizia chevalier based Ag nanoparticles: Anti-proliferation, bactericidal and pollutants degradation performance.;https://dx.doi.org/10.1016/j.jphotobiol.2018.03.020;include
Development of functional black phosphorus nanosheets with remarkable catalytic and antibacterial performance.;https://dx.doi.org/10.1039/c8nr01715h;include
Disinfection efficacy of green synthesized gold nanoparticles for medical disinfection applications.;https://dx.doi.org/10.4314/ahs.v19i1.17;include
A purely green synthesis of silver nanoparticles using Carica papaya, Manihot esculenta, and Morinda citrifolia: synthesis and antibacterial evaluations.;https://dx.doi.org/10.1007/s00449-017-1793-z;include
Antimicrobial and antioxidant potentials of biosynthesized colloidal zinc oxide nanoparticles for a fortified cold cream formulation: A potent nanocosmeceutical application.;https://dx.doi.org/10.1016/j.msec.2017.05.059;include
Antimicrobial carbon nanospheres.;https://dx.doi.org/10.1039/c7nr04679k;include
Antimicrobial Effectiveness of Bioactive Silver Nanoparticles Synthesized by Actinomycetes HGG16n Strain.;https://dx.doi.org/10.2174/1389201018666170104112434;include
Biogenic synthesis of palladium nanoparticles and their applications as catalyst and antimicrobial agent.;https://dx.doi.org/10.1371/journal.pone.0184936;include
Bioinspired and biocompatible carbon nanotube-Ag nanohybrid coatings for robust antibacterial applications.;https://dx.doi.org/10.1016/j.actbio.2017.01.027;include
Biological activity of green-synthesized silver nanoparticles depends on the applied natural extracts: a comprehensive study.;https://dx.doi.org/10.2147/IJN.S122842;include
Biological therapeutics of Pongamia pinnata coated zinc oxide nanoparticles against clinically important pathogenic bacteria, fungi and MCF-7 breast cancer cells.;https://dx.doi.org/10.1016/j.micpath.2017.01.029;include
Enhanced Anti-Infective Efficacy of ZnO Nanoreservoirs through a Combination of Intrinsic Anti-Biofilm Activity and Reinforced Innate Defense.;https://dx.doi.org/10.1021/acsami.7b08864;include
Enhanced antibacterial activity through the controlled alignment of graphene oxide nanosheets.;https://dx.doi.org/10.1073/pnas.1710996114;include
Fabrication of novel nanohybrids by impregnation of CuO nanoparticles into bacterial cellulose and chitosan nanofibers: Characterization, antimicrobial and release properties.;https://dx.doi.org/10.1016/j.carbpol.2018.01.067;include
Synthesis of hybrid copper-chitosan nanoparticles with antibacterial activity against cariogenic Streptococcus mutans.;https://dx.doi.org/10.4012/dmj.2017-195;include
Synthesis, characterization of ZnO-chitosan nanocomposites and evaluation of its antifungal activity against pathogenic Candida albicans.;https://dx.doi.org/10.1016/j.ijbiomac.2017.11.046;include
A poly(hydroxyethyl methacrylate)-Ag nanoparticle porous hydrogel for simultaneous in vivo prevention of the foreign-body reaction and bacterial infection.;https://dx.doi.org/10.1088/1361-6528/aad257;include
Antimicrobial activity of silver nanoparticles encapsulated in poly-N-isopropylacrylamide-based polymeric nanoparticles.;https://dx.doi.org/10.2147/IJN.S153485;include
Antimicrobial activity of ZnO-TiO2 nanomaterials synthesized from three different precursors of ZnO: influence of ZnO/TiO2 weight ratio.;https://dx.doi.org/10.2166/wst.2017.647;include
Antimicrobial and anticancer activities of silver nanoparticles synthesized from the root hair extract of Phoenix dactylifera.;https://dx.doi.org/10.1016/j.msec.2018.03.035;include
Antimicrobial and cytotoxic activity of silver nanoparticles synthesized from two haloalkaliphilic actinobacterial strains alone and in combination with antibiotics.;https://dx.doi.org/10.1111/jam.13723;include
Antimicrobial and toxicological behavior of montmorillonite immobilized metal nanoparticles.;https://dx.doi.org/10.1016/j.msec.2018.08.029;include
Antimicrobial cellulosic hydrogel from olive oil industrial residue.;https://dx.doi.org/10.1016/j.ijbiomac.2018.05.179;include
Antimicrobial Coatings from Hybrid Nanoparticles of Biocompatible and Antimicrobial Polymers.;https://dx.doi.org/10.3390/ijms19102965;include
Antimicrobial colloidal hydrogels assembled by graphene oxide and thermo-sensitive nanogels for cell encapsulation.;https://dx.doi.org/10.1016/j.jcis.2017.11.018;include
Biogenic gold nanoparticles synthesis mediated by Mangifera indica seed aqueous extracts exhibits antibacterial, anticancer and anti-angiogenic properties.;https://dx.doi.org/10.1016/j.biopha.2018.05.151;include
Biogenic nanosilver synthesized in Metarhizium robertsii waste mycelium extract - As a modulator of Candida albicans morphogenesis, membrane lipidome and biofilm.;https://dx.doi.org/10.1371/journal.pone.0194254;include
Biogenic pentagonal silver nanoparticles for safer and more effective antibacterial therapeutics.;https://dx.doi.org/10.2147/IJN.S168224;include
Biogenic Synthesis and Characterization of Silver Nanoparticles Using Some Medical Plants and Evaluation of Their Antibacterial and Toxicity Potential.;https://dx.doi.org/10.5740/jaoacint.17-0500;include
Biogenic synthesis of AgNPs using Artemisia oliveriana extract and their biological activities for an effective treatment of lung cancer.;https://dx.doi.org/10.1080/21691401.2018.1528983;include
Biogenic synthesis of iron oxide nanoparticles using Agrewia optiva and Prunus persica phyto species: Characterization, antibacterial and antioxidant activity.;https://dx.doi.org/10.1016/j.jphotobiol.2018.06.009;include
Biogenic synthesis of silver nanoparticles using extracts of Leptolyngbya JSC-1 that induce apoptosis in HeLa cell line and exterminate pathogenic bacteria.;https://dx.doi.org/10.1080/21691401.2018.1499663;include
Biogenic synthesis, characterization of gold and silver nanoparticles from Coleus forskohlii and their clinical importance.;https://dx.doi.org/10.1016/j.jphotobiol.2018.04.042;include
Biogenic synthesis, optical, catalytic, and in vitro antimicrobial potential of Ag-nanoparticles prepared using Palm date fruit extract.;https://dx.doi.org/10.1016/j.jphotobiol.2017.12.002;include
Bioinspired gold nanoparticles decorated reduced graphene oxide nanocomposite using Syzygium cumini seed extract: Evaluation of its biological applications.;https://dx.doi.org/10.1016/j.msec.2018.07.075;include
Biological synthesis and characterisation of silver nanoparticles using Pseudomonas geniculata H10 for pharmaceutical activity.;https://dx.doi.org/10.1049/iet-nbt.2018.0014;include
Biological synthesis of gold and silver chloride nanoparticles by Glycyrrhiza uralensis and in vitro applications.;https://dx.doi.org/10.1080/21691401.2017.1307213;include
Biological synthesis of silver nanoparticles using beta-1, 3 glucan binding protein and their antibacterial, antibiofilm and cytotoxic potential.;https://dx.doi.org/10.1016/j.micpath.2017.12.003;include
Biologically synthesized titanium oxide nanostructures combined with morphogenetic protein as wound healing agent in the femoral fracture after surgery.;https://dx.doi.org/10.1016/j.jphotobiol.2018.03.005;include
Engineered Polymer Nanoparticles with Unprecedented Antimicrobial Efficacy and Therapeutic Indices against Multidrug-Resistant Bacteria and Biofilms.;https://dx.doi.org/10.1021/jacs.8b06961;include
Enhanced Antibacterial and Food Simulant Activities of Silver Nanoparticles/Polypropylene Nanocomposite Films.;https://dx.doi.org/10.1021/acs.langmuir.8b03061;include
Enhanced antibacterial effects of green synthesized ZnO NPs using Aristolochia indica against Multi-drug resistant bacterial pathogens from Diabetic Foot Ulcer.;https://dx.doi.org/10.1016/j.jiph.2017.10.006;include
Enhanced larvicidal, antibacterial, and photocatalytic efficacy of TiO2 nanohybrids green synthesized using the aqueous leaf extract of Parthenium hysterophorus.;https://dx.doi.org/10.1007/s11356-017-9177-0;include
Antibiofilm effect of chlorhexidine-carrier nanosystem based on iron oxide magnetic nanoparticles and chitosan.;https://dx.doi.org/10.1016/j.colsurfb.2018.11.023;include
Antimicrobial properties of MFe2O4 (M=Mn, Mg)/reduced graphene oxide composites synthesized via solvothermal method.;https://dx.doi.org/10.1016/j.msec.2018.10.067;include
Biomimicry of oil infused layer on 3D printed poly(dimethylsiloxane): Non-fouling, antibacterial and promoting infected wound healing.;https://dx.doi.org/10.1016/j.msec.2019.03.058;include
Biosynthesis of silver oxide nanoparticles and their photocatalytic and antimicrobial activity evaluation for wound healing applications in nursing care.;https://dx.doi.org/10.1016/j.jphotobiol.2019.111593;include
Development of Antibacterial Carboxymethyl Cellulose-Based Nanobiocomposite Films Containing Various Metallic Nanoparticles for Food Packaging Applications.;https://dx.doi.org/10.1111/1750-3841.14744;include
Fabrication of silver nanoparticles using Arnebia hispidissima (Lehm.) A. DC. root extract and unravelling their potential biomedical applications.;https://dx.doi.org/10.1080/21691401.2018.1548469;include
Facile and eco-benign synthesis of Au@Fe2O3 nanocomposite: Efficient photocatalytic, antibacterial and antioxidant agent.;https://dx.doi.org/10.1016/j.jphotobiol.2019.111632;include
Facile fabrication of cellulose composite films with excellent UV resistance and antibacterial activity.;https://dx.doi.org/10.1016/j.carbpol.2019.115213;include
Facile synthesis of graphene oxide-silver nanocomposite for decontamination of water from multiple pollutants by adsorption, catalysis and antibacterial activity.;https://dx.doi.org/10.1016/j.jenvman.2018.09.061;include
Functionalization of titania nanotubes with electrophoretically deposited silver and calcium phosphate nanoparticles: Structure, composition and antibacterial assay.;https://dx.doi.org/10.1016/j.msec.2018.12.045;include
Green synthesis and characterization of bioinspired silver, gold and platinum nanoparticles and evaluation of their synergistic antibacterial activity after combining with different classes of antibiotics.;https://dx.doi.org/10.1016/j.msec.2018.11.050;include
In vitro and in vivo studies of novel fabricated bioactive dressings based on collagen and zinc oxide 3D scaffolds.;https://dx.doi.org/10.1016/j.ijpharm.2018.12.063;include
Negative effect of copper nanoparticles on the conjugation frequency of conjugative catabolic plasmids.;https://dx.doi.org/10.1016/j.ecoenv.2018.11.057;include
Non-Toxic and Ultra-Small Biosilver Nanoclusters Trigger Apoptotic Cell Death in Fluconazole-Resistant Candida albicans via Ras Signaling.;https://dx.doi.org/10.3390/biom9020047;include
Novel and facile synthesis of silver nanoparticles using Albizia procera leaf extract for dye degradation and antibacterial applications.;https://dx.doi.org/10.1016/j.msec.2019.02.059;include
Novel coating containing molybdenum oxide nanoparticles to reduce Staphylococcus aureus contamination on inanimate surfaces.;https://dx.doi.org/10.1371/journal.pone.0213151;include
Palygorskite/silver nanoparticles incorporated polyamide thin film nanocomposite membranes with enhanced water permeating, antifouling and antimicrobial performance.;https://dx.doi.org/10.1016/j.chemosphere.2019.124396;include
Preparation of AgNPs/saponite nanocomposites without reduction agents and study of its antibacterial activity.;https://dx.doi.org/10.1016/j.colsurfb.2019.04.066;include
Surface functionalization of electrospun PAN nanofibers with ZnO-Ag heterostructure nanoparticles: synthesis and antibacterial study.;https://dx.doi.org/10.1088/1361-6528/ab045d;include
Synthesis of applicable hydrogel corn silk/ZnO nanocomposites on polyester fabric with antimicrobial properties and low cytotoxicity.;https://dx.doi.org/10.1016/j.ijbiomac.2018.11.093;include
Antimicrobial effect and toxicity of cellulose nanofibril/silver nanoparticle nanocomposites prepared by an ultraviolet irradiation method.;https://dx.doi.org/10.1016/j.colsurfb.2019.04.054;include
Inactivation of common hospital acquired pathogens on surfaces and in air utilizing engineered water nanostructures (EWNS) based nano-sanitizers.;https://dx.doi.org/10.1016/j.nano.2019.03.003;exclude
Influence of silver content on rifampicin adsorptivity for magnetite/Ag/rifampicin nanoparticles.;https://dx.doi.org/10.1088/1361-6528/28/5/055603;exclude
pH-Induced Switchable Superwettability of Efficient Antibacterial Fabrics for Durable Selective Oil/Water Separation.;https://dx.doi.org/10.1021/acsami.7b09159;exclude
The Influence of Accelerated UV-A and Q-SUN Irradiation on the Antimicrobial Properties of Coatings Containing ZnO Nanoparticles.;https://dx.doi.org/10.3390/molecules22091556;exclude
A study of long-term stability and antimicrobial activity of chlorhexidine, polyhexamethylene biguanide, and silver nanoparticle incorporated in sericin-based wound dressing.;https://dx.doi.org/10.1080/09205063.2017.1321339;exclude
Anti biofilm effect of dihydromyricetin-loaded nanocapsules on urinary catheter infected by Pseudomonas aeruginosa.;https://dx.doi.org/10.1016/j.colsurfb.2017.05.029;exclude
Antibacterial effect of hydrogen peroxide-titanium dioxide suspensions in the decontamination of rough titanium surfaces.;https://dx.doi.org/10.1080/08927014.2017.1322585;exclude
New approach for immobilization of 3-aminopropyltrimethoxysilane and TiO2 nanoparticles into cellulose for BJ1 skin cells proliferation.;https://dx.doi.org/10.1016/j.carbpol.2018.07.004;exclude
Preparation and characterization of antibacterial, eco-friendly edible nanocomposite films containing Salvia macrosiphon and nanoclay.;https://dx.doi.org/10.1016/j.ijbiomac.2018.02.106;exclude
Silver and Copper Acute Effects on Membrane Proteins and Impact on Photosynthetic and Respiratory Complexes in Bacteria.;https://dx.doi.org/10.1128/mBio.01535-18;exclude
The kinetics of TEM1 antibiotic degrading enzymes that are displayed on Ure2 protein nanofibrils in a flow reactor.;https://dx.doi.org/10.1371/journal.pone.0196250;exclude
Antimicrobial and magnetically removable tannic acid nanocarrier: A processing aid for Listeria monocytogenes treatment for food industry applications.;https://dx.doi.org/10.1016/j.foodchem.2017.06.109;exclude
Bioinspired Photocatalytic Shark-Skin Surfaces with Antibacterial and Antifouling Activity via Nanoimprint Lithography.;https://dx.doi.org/10.1021/acsami.8b05066;exclude
Chromosomal Sil system contributes to silver resistance in E. coli ATCC 8739.;https://dx.doi.org/10.1007/s10534-018-0143-1;exclude
Electrospun nanofibers comprising of silk fibroin/gelatin for drug delivery applications: Thyme essential oil and doxycycline monohydrate release study.;https://dx.doi.org/10.1002/jbm.a.36303;exclude
Engineering a cleavable disulfide bond into a natural product siderophore using precursor-directed biosynthesis.;https://dx.doi.org/10.1039/c8cc04981e;exclude
Evaluation of the efficacy of multiple physical, biological and natural antimicrobial interventions for control of pathogenic Escherichia coli on beef.;https://dx.doi.org/10.1016/j.fm.2018.05.011;exclude
Green synthesis of silver nanoparticles: effect of synthesis reaction parameters on antimicrobial activity.;https://dx.doi.org/10.1007/s11274-019-2664-3;include
Biological relevance of CuFeO2 nanoparticles: Antibacterial and anti-inflammatory activity, genotoxicity, DNA and protein interactions.;https://dx.doi.org/10.1016/j.msec.2019.01.112;include
Low-shear-modeled microgravity-grown Penicillium chrysogenum-mediated biosynthesis of silver nanoparticles with enhanced antimicrobial activity and its anticancer effect in human liver cancer and fibroblast cells.;https://dx.doi.org/10.1007/s00449-017-1809-8;include
The Effect of Pelargonium endlicherianum Fenzl. root extracts on formation of nanoparticles and their antimicrobial activities.;https://dx.doi.org/10.1016/j.enzmictec.2016.10.019;include
Antibacterial activity and mechanism of Ag/ZnO nanocomposite against anaerobic oral pathogen Streptococcus mutans.;https://dx.doi.org/10.1007/s10856-016-5837-8;include
In situ synthesis of bacterial cellulose/copper nanoparticles composite membranes with long-term antibacterial property.;https://dx.doi.org/10.1080/09205063.2018.1528518;include
In vitro evaluation of a multispecies oral biofilm over antibacterial coated titanium surfaces.;https://dx.doi.org/10.1007/s10856-018-6168-8;include
Tannic acid-modified silver nanoparticles for wound healing: the importance of size.;https://dx.doi.org/10.2147/IJN.S154797;include
Engineering copper nanoparticles synthesized on the surface of carbon nanotubes for anti-microbial and anti-biofilm applications.;https://dx.doi.org/10.1039/c8nr02768d;include
Highly Stable Graphene-Based Nanocomposite (GO-PEI-Ag) with Broad-Spectrum, Long-Term Antimicrobial Activity and Antibiofilm Effects.;https://dx.doi.org/10.1021/acsami.8b03185;include
Microwave-assisted synthesis of cellulose/zinc-sulfate-calcium-phosphate (ZSCAP) nanocomposites for biomedical applications.;https://dx.doi.org/10.1016/j.msec.2019.02.109;include
Synthesis and optimization of emission characteristics of water-dispersible ag-in-s quantum dots and their bactericidal activity.;https://dx.doi.org/10.1016/j.colsurfb.2019.110389;include
Antibacterial activity of ZnO and CuO nanoparticles against gram positive and gram negative strains.;https://dx.doi.org/10.1016/j.msec.2019.109968;include
Biosynthesis, characterization and antibacterial activity of silver nanoparticles by the Arctic anti-oxidative bacterium Paracoccus sp. Arc7-R13.;https://dx.doi.org/10.1080/21691401.2019.1601631;include
Bougainvillea flower extract mediated zinc oxide's nanomaterials for antimicrobial and anticancer activity.;https://dx.doi.org/10.1016/j.biopha.2019.108983;include
Antibacterial nanostructures derived from oxidized sodium alginate-ZnO.;https://dx.doi.org/10.1016/j.ijbiomac.2020.02.011;exclude
In vitro and in vivo evaluation of linezolid loaded electrospun PLGA and PLGA/PCL fiber mats for prophylaxis and treatment of MRSA induced prosthetic infections.;https://dx.doi.org/10.1016/j.ijpharm.2019.118758;exclude
Antibacterial Activity of a Novel Biocomposite Chitosan/Graphite Based on Zinc-Grafted Mesoporous Silica Nanoparticles.;https://dx.doi.org/10.2147/IJN.S234043;exclude
Selective antibiofilm properties and biocompatibility of nano-ZnO and nano-ZnO/Ag coated surfaces.;https://dx.doi.org/10.1038/s41598-020-70169-w;exclude
Morphological transitions of Bacillus subtilis in the presence of food-grade lipidic nanoemulsions.;https://dx.doi.org/10.1111/1750-3841.15088;exclude
Preparation of biocompatible nano-ZnO/chitosan microspheres with multi-functions of antibacterial, UV-shielding and dye photodegradation.;https://dx.doi.org/10.1016/j.ijbiomac.2019.09.217;exclude
Synergistic ROS-Associated Antimicrobial Activity of Silver Nanoparticles and Gentamicin Against Staphylococcus epidermidis.;https://dx.doi.org/10.2147/IJN.S246484;exclude
High quality genome assemblies of Mycoplasma bovis using a taxon-specific Bonito basecaller for MinION and Flongle long-read nanopore sequencing.;https://dx.doi.org/10.1186/s12859-020-03856-0;exclude
Rapid capture and SERS detection of triclosan using a silver nanoparticle core - protein satellite substrate.;https://dx.doi.org/10.1016/j.scitotenv.2020.137097;exclude
Porous gold layer coated silver nanoplates with efficient antimicrobial activity.;https://dx.doi.org/10.1016/j.colsurfb.2019.110727;exclude
A multiplexed, electrochemical interface for gene-circuit-based sensors.;https://dx.doi.org/10.1038/s41557-019-0366-y;exclude
Light-Activable On-Demand Release of Nano-Antibiotic Platforms for Precise Synergy of Thermochemotherapy on Periodontitis.;https://dx.doi.org/10.1021/acsami.9b17335;exclude
Fabrication of biopolymer polyhydroxyalkanoate/chitosan and 2D molybdenum disulfide-doped scaffolds for antibacterial and biomedical applications.;https://dx.doi.org/10.1007/s00253-020-10416-2;exclude
Toxicity evaluation of nanocrystalline silver-impregnated coated dressing on the life cycle of worm Caenorhabditis elegans.;https://dx.doi.org/10.1016/j.ecoenv.2020.110570;exclude
Liposomal encapsulation of silver nanoparticles (AgNP) improved nanoparticle uptake and induced redox imbalance to activate caspase-dependent apoptosis.;https://dx.doi.org/10.1007/s10495-019-01584-2;exclude
Hybrid Plasmonic Photoreactors as Visible Light-Mediated Bactericides.;https://dx.doi.org/10.1021/acsami.9b14834;exclude
Fe3O4 composited with MoS2 blocks horizontal gene transfer.;https://dx.doi.org/10.1016/j.colsurfb.2019.110569;exclude
Synergistic toxic effects of ball-milled biochar and copper oxide nanoparticles on Streptomyces coelicolor M145.;https://dx.doi.org/10.1016/j.scitotenv.2020.137582;exclude
A multifunctional platform with single-NIR-laser-triggered photothermal and NO release for synergistic therapy against multidrug-resistant Gram-negative bacteria and their biofilms.;https://dx.doi.org/10.1186/s12951-020-00614-5;exclude
Bio-based polymer nanofiber with siliceous sponge spicules prepared by electrospinning: Preparation, characterisation, and functionalisation.;https://dx.doi.org/10.1016/j.msec.2019.110506;exclude
In situ reduction of silver nanoparticles by sodium alginate to obtain silver-loaded composite wound dressing with enhanced mechanical and antimicrobial property.;https://dx.doi.org/10.1016/j.ijbiomac.2020.01.156;exclude
Nanocomposite material from TiO2 and activated carbon for the removal of pharmaceutical product sulfamethazine by combined adsorption/photocatalysis in aqueous media.;https://dx.doi.org/10.1007/s11356-020-08939-2;exclude
Characterization and antimicrobial effect of a bioinspired thymol coating formed on titanium surface by one-step immersion treatment.;https://dx.doi.org/10.1016/j.dental.2020.09.006;exclude
DNA extraction of microbial DNA directly from infected tissue: an optimized protocol for use in nanopore sequencing.;https://dx.doi.org/10.1038/s41598-020-59957-6;exclude
Dental Materials Incorporated with Nanometals and Their Effect on the Bacterial Growth of Staphylococcus aureus.;https://dx.doi.org/10.2147/IJN.S251573;exclude
Alginate Lyase Guided Silver Nanocomposites for Eradicating Pseudomonas aeruginosa from Lungs.;https://dx.doi.org/10.1021/acsami.9b21815;exclude
Core-sheath nanostructured chitosan-based nonwovens as a potential drug delivery system for periodontitis treatment.;https://dx.doi.org/10.1016/j.ijbiomac.2019.09.124;exclude
Osteoblastic Cell Behavior and Early Bacterial Adhesion on Macro-, Micro-, and Nanostructured Titanium Surfaces for Biomedical Implant Applications.;https://dx.doi.org/10.11607/jomi.8069;exclude
Tailoring Nanoparticle-Biofilm Interactions to Increase the Efficacy of Antimicrobial Agents Against Staphylococcus aureus.;https://dx.doi.org/10.2147/IJN.S256227;exclude
Semi-interpenetrating nanosilver doped polysaccharide hydrogel scaffolds for cutaneous wound healing.;https://dx.doi.org/10.1016/j.ijbiomac.2019.10.012;exclude
A nanotrap improves survival in severe sepsis by attenuating hyperinflammation.;https://dx.doi.org/10.1038/s41467-020-17153-0;exclude
Chitosan-induced Synergy for Extended Antimicrobial Potency and Enhanced In Vitro Drug Release of Free Base Ciprofloxacin Nanoplexes.;https://dx.doi.org/10.2174/2211738507666191021102256;exclude
Ex vivo investigation on internal tunnel approach/internal resin infiltration and external nanosilver-modified resin infiltration of proximal caries exceeding into dentin.;https://dx.doi.org/10.1371/journal.pone.0228249;exclude
Elucidating the catalytic degradation of enrofloxacin by copper oxide nanoparticles through the identification of the reactive oxygen species.;https://dx.doi.org/10.1016/j.chemosphere.2020.127266;exclude
Antibacterial activity of chlorogenic acid-loaded SiO2 nanoparticles caused by accumulation of reactive oxygen species.;https://dx.doi.org/10.1088/1361-6528/ab70fb;exclude
Propolis nanoparticle enhances the potency of antimicrobial photodynamic therapy against Streptococcus mutans in a synergistic manner.;https://dx.doi.org/10.1038/s41598-020-72119-y;exclude
Improved Immunoregulation of Ultra-Low-Dose Silver Nanoparticle-Loaded TiO2 Nanotubes via M2 Macrophage Polarization by Regulating GLUT1 and Autophagy.;https://dx.doi.org/10.2147/IJN.S242919;exclude
Electrochemical oxidation of ceftazidime with graphite/CNT-Ce/PbO2-Ce anode: Parameter optimization, toxicity analysis and degradation pathway.;https://dx.doi.org/10.1016/j.envpol.2020.114436;exclude
Characterization of multimeric daptomycin bound to lipid nanodiscs formed by calcium-tolerant styrene-maleic acid copolymer.;https://dx.doi.org/10.1016/j.bbamem.2020.183234;exclude
Carboxymethyl cellulose-based antioxidant and antimicrobial active packaging film incorporated with curcumin and zinc oxide.;https://dx.doi.org/10.1016/j.ijbiomac.2020.01.204;exclude
Toxicity evaluation of barium ferrite nanoparticles in bacteria, yeast and nematode.;https://dx.doi.org/10.1016/j.chemosphere.2020.126786;exclude
Extraction of Graphene Nanostructures from Colocasia esculenta and Nelumbo nucifera Leaves and Surface Functionalization with Tin Oxide: Evaluation of Their Antibacterial Properties.;https://dx.doi.org/10.1002/chem.202000590;exclude
In-situ electro-generation and activation of hydrogen peroxide using a CuFeNLDH-CNTs modified graphite cathode for degradation of cefazolin.;https://dx.doi.org/10.1016/j.jenvman.2020.110629;exclude
Selective Adsorption and Photocatalytic Degradation of Extracellular Antibiotic Resistance Genes by Molecularly-Imprinted Graphitic Carbon Nitride.;https://dx.doi.org/10.1021/acs.est.9b06926;exclude
Electrokinetic transport and distribution of antibacterial nanoparticles for endodontic disinfection.;https://dx.doi.org/10.1111/iej.13321;exclude
Physical-Chemical Crosslinked Electrospun Colocasia esculenta Tuber Protein-Chitosan-Poly(Ethylene Oxide) Nanofibers with Antibacterial Activity and Cytocompatibility.;https://dx.doi.org/10.2147/IJN.S261483;exclude
Insights into degradation pathways and toxicity changes during electro-catalytic degradation of tetracycline hydrochloride.;https://dx.doi.org/10.1016/j.envpol.2019.113702;exclude
"Human serum albumin nanoparticles as nanovector carriers for proteins: Application to the antibacterial proteins ""neutrophil elastase"" and ""secretory leukocyte protease inhibitor"".";https://dx.doi.org/10.1016/j.ijpharm.2020.119150;exclude
Attenuation Effects of Bulk and Nanosized ZnO on Glucose, Lipid Level, and Inflammation Profile in Obese Mice.;https://dx.doi.org/10.1007/s12010-019-03115-w;exclude
Male- and female-derived somatic and germ cell-specific toxicity of silver nanoparticles in mouse.;https://dx.doi.org/10.3109/17435390.2015.1073396;exclude
Synthesis and characterization of antibacterial carboxymethyl Chitosan/ZnO nanocomposite hydrogels.;https://dx.doi.org/10.1016/j.ijbiomac.2016.03.044;exclude
Physicochemical characterisation and antimicrobial phototoxicity of an anionic porphyrin in natural deep eutectic solvents.;https://dx.doi.org/10.1016/j.ejpb.2016.06.001;exclude
Advanced Sensing of Antibiotics with Magnetic Gold Nanocomposite: Electrochemical Detection of Chloramphenicol.;https://dx.doi.org/10.1002/chem.201602434;exclude
Copper oxide nanoparticles aggravate airway inflammation and mucus production in asthmatic mice via MAPK signaling.;https://dx.doi.org/10.3109/17435390.2015.1078851;exclude
Size and dose dependent effects of silver nanoparticle exposure on intestinal permeability in an in vitro model of the human gut epithelium.;https://dx.doi.org/10.1186/s12951-016-0214-9;exclude
Controlled growth of Cu2O nanoparticles bound to cotton fibres.;https://dx.doi.org/10.1016/j.carbpol.2016.01.019;exclude
Antibiotic-loaded, silver core-embedded mesoporous silica nanovehicles as a synergistic antibacterial agent for the treatment of drug-resistant infections.;https://dx.doi.org/10.1016/j.biomaterials.2016.06.004;exclude
Antimicrobial Wound Dressing Containing Silver Sulfadiazine With High Biocompatibility: In Vitro Study.;https://dx.doi.org/10.1111/aor.12682;exclude
Evaluation of genipin-crosslinked chitosan hydrogels as a potential carrier for silver sulfadiazine nanocrystals.;https://dx.doi.org/10.1016/j.colsurfb.2016.06.016;exclude
Cotton fabric with plasma pretreatment and ZnO/Carboxymethyl chitosan composite finishing for durable UV resistance and antibacterial property.;https://dx.doi.org/10.1016/j.carbpol.2015.11.046;exclude
Chloride ion-driven transformation from Ag3PO4 to AgCl on the hydroxyapatite support and its dual antibacterial effect against Escherichia coli under visible light irradiation.;https://dx.doi.org/10.1007/s11356-016-6530-7;exclude
Properties of modified carboxymethyl cellulose and its use as bioactive compound.;https://dx.doi.org/10.1016/j.carbpol.2016.07.051;exclude
Antibacterial and anticancer PDMS surface for mammalian cell growth using the Chinese herb extract paeonol(4-methoxy-2-hydroxyacetophenone).;https://dx.doi.org/10.1038/srep38973;exclude
Enhanced antimicrobial activity of silver nanoparticles-Lonicera Japonica Thunb combo.;https://dx.doi.org/10.1049/iet-nbt.2015.0027;exclude
Targeting Innate Immunity with dsRNA-Conjugated Mesoporous Silica Nanoparticles Promotes Antitumor Effects on Breast Cancer Cells.;https://dx.doi.org/10.1002/chem.201504629;exclude
Bioinspired anchoring AgNPs onto micro-nanoporous TiO2 orthopedic coatings: Trap-killing of bacteria, surface-regulated osteoblast functions and host responses.;https://dx.doi.org/10.1016/j.biomaterials.2015.10.035;exclude
Boron nitride nanotubes enhance properties of chitosan-based scaffolds.;https://dx.doi.org/10.1016/j.carbpol.2016.05.074;exclude
Ca3(PO4)2 precipitated layering of an in situ hybridized PVA/Ca2O4Si nanofibrous antibacterial wound dressing.;https://dx.doi.org/10.1016/j.ijpharm.2016.05.011;exclude
The facile synthesis of chitosan-based silver nano-biocomposites via a solution plasma process and their potential antimicrobial efficacy.;https://dx.doi.org/10.1016/j.abb.2016.01.013;exclude
Hollow polycaprolactone composite fibers for controlled magnetic responsive antifungal drug release.;https://dx.doi.org/10.1016/j.colsurfb.2016.05.092;exclude
